,budget,genres,id,imdb_id,original_title,release_date,revenue,vote_average,vote_count
4720,0.0,"[{'id': 99, 'name': 'Documentary'}]",124991.0,tt1426381,上访,2009-05-22,0.0,6.8,11.0
4721,0.0,"[{'id': 18, 'name': 'Drama'}]",85028.0,tt1791687,Without,2011-11-07,0.0,4.8,12.0
4722,0.0,"[{'id': 18, 'name': 'Drama'}]",81798.0,tt1780945,Pioneer,2011-04-11,0.0,6.8,13.0
4723,0.0,"[{'id': 35, 'name': 'Comedy'}]",95642.0,tt1326188,Bad Actress,2011-03-06,0.0,4.8,3.0
4724,0.0,"[{'id': 18, 'name': 'Drama'}]",91311.0,tt1727381,The Trouble with the Truth,2011-10-21,0.0,5.9,8.0
4725,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10770, 'name': 'TV Movie'}]",61794.0,tt1716743,Goodnight for Justice,2011-01-29,0.0,6.6,4.0
4726,0.0,"[{'id': 53, 'name': 'Thriller'}]",347090.0,tt2141851,Morning Love,2011-12-11,0.0,5.9,6.0
4727,0.0,"[{'id': 10402, 'name': 'Music'}]",100875.0,,Katy Perry: Rock in Rio 2011,2011-09-23,0.0,6.2,3.0
4728,0.0,"[{'id': 18, 'name': 'Drama'}]",81658.0,tt1787747,Le Vendeur,2011-01-21,0.0,6.5,7.0
4729,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",72845.0,tt1931549,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",2011-09-23,0.0,6.4,11.0
4730,0.0,[],584615.0,tt1887747,Flame On,2011-02-28,0.0,6.0,1.0
4731,0.0,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",557126.0,tt1782250,Dinosaur Wars,2011-01-17,0.0,6.0,2.0
4732,0.0,[],520224.0,tt2072881,A Trick of the Light,2011-04-28,0.0,6.0,1.0
4733,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",503210.0,tt2094927,Return to Jurassic Park,2011-02-05,0.0,6.5,640.0
4734,0.0,"[{'id': 99, 'name': 'Documentary'}]",488783.0,tt1349642,Me Facing Life: Cyntoia's Story,2011-03-01,0.0,6.0,3.0
4735,0.0,"[{'id': 99, 'name': 'Documentary'}]",472721.0,tt1815655,Dams: The Lethal Water Bombs,2011-06-25,0.0,6.0,1.0
4736,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",465743.0,tt2043828,Don Cheadle Is Captain Planet,2011-09-01,0.0,4.5,5.0
4737,0.0,"[{'id': 99, 'name': 'Documentary'}]",436664.0,,BluScenes: Flowering Gardens,2011-12-06,0.0,6.0,1.0
4738,0.0,"[{'id': 27, 'name': 'Horror'}]",436118.0,tt2301191,T is for Talk,2011-08-14,0.0,6.5,2.0
4739,,,,,,,,,
4740,0.0,"[{'id': 27, 'name': 'Horror'}]",429537.0,tt1913111,Raven's Hollow,2011-06-15,0.0,6.0,2.0
4741,0.0,"[{'id': 18, 'name': 'Drama'}]",416634.0,tt1949248,The Argument,2011-01-01,0.0,6.0,1.0
4742,0.0,[],410675.0,tt2060567,Virgin Eyes,2011-11-23,0.0,6.0,1.0
4743,0.0,"[{'id': 99, 'name': 'Documentary'}]",410536.0,,The Universe: Crash Landing on Mars,2011-01-01,0.0,6.0,1.0
4744,0.0,"[{'id': 99, 'name': 'Documentary'}]",393760.0,,North Korean Film Madness,2011-04-20,0.0,6.0,1.0
4745,0.0,"[{'id': 99, 'name': 'Documentary'}]",379773.0,tt1687213,Born Schizophrenic: January's Story,2011-05-24,0.0,6.0,1.0
4746,1100.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",359348.0,tt1801113,The Worst Movie Ever!,2011-07-08,25206.0,9.0,3.0
4747,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",352790.0,tt2056658,My Little Friend,2011-03-03,0.0,4.2,6.0
4748,0.0,"[{'id': 18, 'name': 'Drama'}]",352724.0,tt2082429,Somefarwhere,2011-10-12,0.0,4.6,5.0
4749,0.0,"[{'id': 99, 'name': 'Documentary'}]",337818.0,tt1707372,A Good Man,2011-04-20,0.0,6.0,1.0
4750,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",329677.0,tt2127363,The D Train,2011-01-01,0.0,6.2,4.0
4751,0.0,[],325266.0,tt2063699,L Train,2011-10-10,0.0,6.0,1.0
4752,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 99, 'name': 'Documentary'}]",322682.0,tt4095942,The Houses October Built,2011-11-19,0.0,5.9,8.0
4753,0.0,[],322503.0,tt1910540,Elements,2011-01-01,0.0,6.0,1.0
4754,3500.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",307378.0,tt1709711,"My Friend, Oscar.",2011-10-16,0.0,6.0,1.0
4755,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",305003.0,tt6064668,Titanic Arrogance,2011-06-02,0.0,6.0,2.0
4756,0.0,"[{'id': 35, 'name': 'Comedy'}]",301021.0,tt3505820,Kira Soltanovich: Here Comes Trouble,2011-01-01,0.0,6.0,1.0
4757,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",300608.0,tt2034679,Exit,2011-09-24,0.0,6.0,1.0
4758,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",296273.0,tt1886757,When Harry Met Sally 2 with Billy Crystal and Helen Mirren,2011-04-06,0.0,6.3,6.0
4759,0.0,"[{'id': 18, 'name': 'Drama'}]",292155.0,tt1651083,Salar,2011-01-01,0.0,6.0,1.0
4760,0.0,"[{'id': 18, 'name': 'Drama'}]",288905.0,tt1733568,Los viejos,2011-10-08,0.0,4.0,2.0
4761,0.0,"[{'id': 99, 'name': 'Documentary'}]",281253.0,tt1715861,My America,2011-01-01,0.0,6.0,1.0
4762,0.0,"[{'id': 53, 'name': 'Thriller'}]",278496.0,tt1327176,Claustrophobia,2011-02-01,0.0,6.0,1.0
4763,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",276383.0,tt1586266,Second-Story Man,2011-03-05,0.0,6.0,1.0
4764,0.0,[],273298.0,,"Go, Diego, Go!: Diego Saves the World",2011-06-01,0.0,6.0,1.0
4765,0.0,[],273144.0,,Dora the Explorer: Dora and The Three Little Pigs,2011-06-01,0.0,6.0,1.0
4766,0.0,[],273131.0,,"Go, Diego, Go!: It's a Bug's World",2011-06-01,0.0,6.0,1.0
4767,0.0,[],273121.0,tt2527154,Angelina Ballerina: Ballet Dreams,2011-05-31,0.0,6.0,1.0
4768,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",270812.0,tt2101982,My Life as a Turkey,2011-08-01,0.0,6.0,2.0
4769,0.0,"[{'id': 27, 'name': 'Horror'}]",258855.0,tt2290689,Take This Lollipop,2011-10-14,0.0,6.0,4.0
4770,0.0,"[{'id': 35, 'name': 'Comedy'}]",258267.0,tt1360825,Running Mates,2011-06-09,0.0,5.5,2.0
4771,0.0,"[{'id': 99, 'name': 'Documentary'}]",256922.0,tt1382470,In a Town This Size,2011-03-09,0.0,5.3,3.0
4772,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",251183.0,tt1943710,Fortune Cookie Prophecies,2011-02-01,0.0,5.8,4.0
4773,0.0,"[{'id': 16, 'name': 'Animation'}]",239729.0,tt1966551,Preferably Blue,2011-03-13,0.0,6.0,2.0
4774,0.0,"[{'id': 18, 'name': 'Drama'}]",232036.0,tt1878917,The Pledge,2011-08-01,0.0,6.0,1.0
4775,12000000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 16, 'name': 'Animation'}]",227215.0,tt2065185,Dinosaur Revolution,2011-09-13,0.0,5.7,3.0
4776,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",223974.0,tt1332644,Yanggaw,2008-12-01,0.0,6.3,3.0
4777,0.0,"[{'id': 35, 'name': 'Comedy'}]",214873.0,tt2084846,Harland Williams: A Force of Nature,2011-04-01,0.0,4.0,2.0
4778,0.0,"[{'id': 27, 'name': 'Horror'}]",211618.0,tt2034682,Fractured Minds,2011-02-10,0.0,6.0,1.0
4779,0.0,"[{'id': 35, 'name': 'Comedy'}]",211020.0,,Elijah Tindall: The Great Hit,2011-11-04,0.0,6.0,1.0
4780,0.0,"[{'id': 99, 'name': 'Documentary'}]",210926.0,tt1867515,Boys of Bonneville,2011-04-13,0.0,6.0,2.0
4781,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",210729.0,tt1932596,33 Teeth,2011-09-22,0.0,5.9,8.0
4782,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",210545.0,tt1618374,God's Land,2011-10-28,0.0,6.0,1.0
4783,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",209710.0,tt1744662,The Mayor,2011-11-12,0.0,6.0,1.0
4784,0.0,"[{'id': 18, 'name': 'Drama'}]",201284.0,tt1714051,From the Head,2011-06-24,0.0,4.5,2.0
4785,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",185712.0,tt1999159,Footprints,2011-09-01,0.0,6.0,1.0
4786,0.0,[],178514.0,tt1884280,Dame Factory Inc.,2011-06-03,0.0,4.3,3.0
4787,1500.0,[],173273.0,tt2091978,The Earth Rejects Him,2011-10-14,0.0,6.0,1.0
4788,0.0,[],167271.0,,Guitar Artistry of - Guy Davis Teller of Tales,2011-05-09,0.0,6.0,1.0
4789,0.0,"[{'id': 10402, 'name': 'Music'}]",164168.0,,Bob James  KeikoMatsui   Altair & Vega,2011-09-26,0.0,6.0,1.0
4790,0.0,[],157127.0,tt2198011,Love Beyond the Grave: A Look at 'Return of the Living Dead 3',2011-10-18,0.0,6.0,2.0
4791,0.0,[],154766.0,tt2059177,"Aaron Burr, Part 2",2011-05-14,0.0,6.0,1.0
4792,0.0,[],138080.0,tt1941509,Dove,2011-11-12,0.0,6.0,1.0
4793,0.0,[],137365.0,tt2084802,Butterfinger the 13th,2011-10-13,0.0,6.0,1.0
4794,0.0,"[{'id': 878, 'name': 'Science Fiction'}]",135685.0,tt1836884,Payload,2011-06-21,0.0,7.3,3.0
4795,0.0,[],135476.0,tt2055735,Sick Day,2011-10-31,0.0,6.0,1.0
4796,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",132912.0,tt1734163,The Price of Sex,2011-04-09,0.0,6.6,7.0
4797,8111.0,[],132687.0,tt1802762,Downing,2011-05-11,0.0,4.7,3.0
4798,0.0,[],130979.0,tt1967487,Dragonboy,2011-01-01,0.0,5.8,4.0
4799,0.0,[],128544.0,tt2484520,Running Inside Out,2011-12-01,0.0,6.0,1.0
4800,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",123602.0,tt2088025,Zombie in a Penguin Suit,2011-10-14,0.0,6.2,4.0
4801,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]",122140.0,tt1543029,Mama Africa,2011-02-12,0.0,6.4,5.0
4802,2000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",121839.0,tt1979379,Turning Point,2011-07-01,0.0,6.0,1.0
4803,0.0,"[{'id': 35, 'name': 'Comedy'}]",118094.0,tt2167729,"Debra Digiovanni: Single, Awkward, Female",2011-12-14,0.0,6.0,4.0
4804,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 99, 'name': 'Documentary'}]",116732.0,tt1641242,Absent,2011-09-05,0.0,6.0,1.0
4805,0.0,"[{'id': 10402, 'name': 'Music'}]",107606.0,,Lang Lang: Liszt Now,2011-12-20,0.0,6.0,1.0
4806,0.0,"[{'id': 18, 'name': 'Drama'}]",105542.0,tt1890465,Matière Grise,2011-04-21,0.0,5.8,5.0
4807,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",85307.0,tt1757796,LBW (Life Before Wedding),2011-02-18,0.0,6.0,1.0
4808,0.0,"[{'id': 35, 'name': 'Comedy'}]",80048.0,tt1376233,Rid of Me,2011-11-18,0.0,6.1,10.0
4809,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",80039.0,tt1521758,Determinism,2011-12-05,0.0,6.0,2.0
4810,0.0,"[{'id': 99, 'name': 'Documentary'}]",75672.0,,Un Homme : Robert Faurisson,2011-10-01,0.0,6.0,1.0
4811,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",69612.0,tt2053397,முரண்,2011-09-15,0.0,6.3,3.0
4812,0.0,"[{'id': 99, 'name': 'Documentary'}]",68197.0,tt1636849,Chasing Madoff,2010-11-19,0.0,5.9,11.0
4813,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",65289.0,tt1570962,A Nightmare in Las Cruces,2011-05-05,0.0,3.5,2.0
4814,0.0,"[{'id': 99, 'name': 'Documentary'}]",62078.0,tt1466067,Square Grouper,2011-04-15,0.0,6.0,10.0
4815,0.0,"[{'id': 99, 'name': 'Documentary'}]",56740.0,tt1814723,Guns and Weed: The Road To Freedom,2011-03-22,0.0,6.0,1.0
4816,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",64130.0,tt1083470,The Rainbow Tribe,2008-09-20,0.0,6.4,12.0
4817,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",341600.0,tt3708484,My Best Friend's Wedding/My Best Friend's Sweating,2011-08-03,0.0,5.7,5.0
4818,0.0,"[{'id': 99, 'name': 'Documentary'}]",52931.0,,Aquarius: The Age of Evil,2011-09-12,0.0,5.9,4.0
4819,10.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",268392.0,tt1884447,The Hooker with a Heart of Gold,2011-02-04,0.0,4.6,4.0
4820,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",78556.0,tt1994577,The Pastor's Wife,2011-11-05,0.0,6.0,13.0
4821,0.0,"[{'id': 35, 'name': 'Comedy'}]",66109.0,tt1950464,Wyatt Cenac: Comedy Person,2011-05-14,0.0,6.1,4.0
4822,500.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",58031.0,,Half-Life: Escape From City 17 - Part 2,2011-08-24,0.0,5.8,3.0
4823,0.0,"[{'id': 18, 'name': 'Drama'}]",128499.0,tt1826684,Green,2011-06-22,0.0,5.1,10.0
4824,0.0,"[{'id': 99, 'name': 'Documentary'}]",96064.0,tt1864549,The Tall Man,2011-09-08,0.0,6.0,6.0
4825,0.0,"[{'id': 99, 'name': 'Documentary'}]",91324.0,tt1780862,Holy Rollers: The True Story of Card Counting Christians,2011-06-11,0.0,6.1,7.0
4826,0.0,"[{'id': 16, 'name': 'Animation'}]",401352.0,tt1828242,Mi burro: esos huesos,2011-04-28,0.0,5.8,4.0
4827,0.0,"[{'id': 18, 'name': 'Drama'}]",154082.0,tt2160413,The Zone,2011-03-16,0.0,5.1,14.0
4828,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",136805.0,tt1747989,Dick Night,2011-01-01,0.0,5.6,8.0
4829,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",78443.0,tt2093956,Бездельники,2011-11-10,0.0,5.8,2.0
4830,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",75760.0,tt1848826,American Teacher,2011-05-03,0.0,5.6,9.0
4831,0.0,"[{'id': 35, 'name': 'Comedy'}]",81660.0,tt1552214,The Selling,2011-04-29,0.0,6.1,12.0
4832,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",73350.0,tt1884431,Talihina Sky: The Story of Kings of Leon,2011-06-24,0.0,5.8,11.0
4833,0.0,"[{'id': 99, 'name': 'Documentary'}]",111662.0,tt1633329,Chemerical,2009-11-04,0.0,6.8,4.0
4834,0.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",109233.0,tt1754400,Keeping Up with the Randalls,2011-07-16,0.0,6.3,10.0
4835,0.0,"[{'id': 27, 'name': 'Horror'}]",94910.0,tt2062581,Magnificat,2011-12-31,0.0,6.3,6.0
4836,0.0,"[{'id': 99, 'name': 'Documentary'}]",79458.0,tt2101464,The Finland Phenomenon,2011-03-24,0.0,5.7,3.0
4837,0.0,"[{'id': 18, 'name': 'Drama'}]",44120.0,tt1352357,The Boy Next Door,2008-11-14,0.0,6.1,19.0
4838,25000.0,"[{'id': 37, 'name': 'Western'}]",92127.0,tt1711510,The Scarlet Worm,2011-08-27,0.0,5.6,4.0
4839,0.0,"[{'id': 16, 'name': 'Animation'}]",97659.0,tt1931569,El Gran Milagro,2011-10-14,0.0,7.9,65.0
4840,0.0,"[{'id': 27, 'name': 'Horror'}]",392768.0,tt4619830,The Grayhaven Maniac,2011-01-29,0.0,5.5,1.0
4841,0.0,"[{'id': 27, 'name': 'Horror'}]",377567.0,tt1838858,More Than You Can Chew,2011-02-27,0.0,5.5,2.0
4842,15000.0,[],314841.0,tt2017532,Immersive Cocoon,2011-03-23,0.0,5.5,2.0
4843,0.0,"[{'id': 10402, 'name': 'Music'}]",280556.0,,The Guitar Artistry Of - Eric Bibb,2011-06-20,0.0,5.5,1.0
4844,0.0,"[{'id': 99, 'name': 'Documentary'}]",279009.0,tt1832894,An Article of Hope,2011-05-01,0.0,5.5,3.0
4845,2500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",273001.0,tt0464891,Act Your Age,2011-01-11,0.0,7.0,3.0
4846,1000000.0,"[{'id': 18, 'name': 'Drama'}]",268952.0,tt1403129,Bob's New Suit,2011-06-22,0.0,5.5,1.0
4847,0.0,"[{'id': 10402, 'name': 'Music'}]",245514.0,,The Guitar Artistry Of - Chris Proctor: Morning Thunder,2011-06-14,0.0,5.5,1.0
4848,0.0,"[{'id': 99, 'name': 'Documentary'}]",241370.0,tt2048873,Targeting Bin Laden,2011-09-06,0.0,5.5,3.0
4849,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",182867.0,tt1891881,Notes on: Biology,2011-01-01,0.0,6.6,5.0
4850,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",155098.0,tt1544592,Por el camino,2010-09-24,0.0,4.8,6.0
4851,0.0,[],149756.0,tt1999292,The Story of Citizens United v. FEC,2011-03-01,0.0,5.5,1.0
4852,200.0,"[{'id': 28, 'name': 'Action'}]",110406.0,tt2058645,Losses,2011-09-14,0.0,5.8,16.0
4853,0.0,"[{'id': 18, 'name': 'Drama'}]",85709.0,tt1500177,두만강,2010-08-28,0.0,6.0,10.0
4854,0.0,"[{'id': 99, 'name': 'Documentary'}]",83780.0,tt2150531,This Is Justin Bieber,2011-12-21,0.0,4.0,6.0
4855,2000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",80467.0,tt1838700,The Ideal Husband,2011-02-26,0.0,5.5,1.0
4856,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",76098.0,tt1999811,'Weird Al' Yankovic - Live! The Alpocalypse Tour,2011-10-01,0.0,6.7,7.0
4857,300.0,"[{'id': 18, 'name': 'Drama'}]",74891.0,,Lone Star - Scene,2011-04-21,0.0,5.5,1.0
4858,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",152413.0,tt1773067,The Cabin,2011-08-02,0.0,5.9,12.0
4859,0.0,"[{'id': 18, 'name': 'Drama'}]",99393.0,tt1441368,Hahithalfut,2011-09-09,0.0,4.8,6.0
4860,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",489791.0,tt2011849,A Boy's Life,2011-10-01,0.0,6.2,5.0
4861,0.0,"[{'id': 35, 'name': 'Comedy'}]",374805.0,tt1198187,The Babysitter,2008-02-15,0.0,7.0,9.0
4862,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",117876.0,tt1734550,The Greater Good,2011-04-03,0.0,6.5,4.0
4863,0.0,"[{'id': 27, 'name': 'Horror'}]",110129.0,tt1234947,The Sacred,2011-11-13,0.0,4.6,7.0
4864,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",44213.0,tt1486846,The Melancholy Fantastic,2011-08-18,0.0,5.5,4.0
4865,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 27, 'name': 'Horror'}]",302618.0,tt4149612,Hit,2011-04-22,0.0,5.2,2.0
4866,0.0,"[{'id': 18, 'name': 'Drama'}]",286485.0,tt2042476,Choice,2011-09-04,0.0,5.2,2.0
4867,0.0,[],283835.0,tt2082452,The Closet,2011-03-13,0.0,5.1,7.0
4868,5000.0,"[{'id': 18, 'name': 'Drama'}]",259125.0,tt1995264,Blue,2011-09-16,0.0,5.2,2.0
4869,0.0,"[{'id': 10402, 'name': 'Music'}]",254966.0,,Orphaned Land: The Road to OR-Shalem,2011-11-29,0.0,5.2,2.0
4870,0.0,"[{'id': 18, 'name': 'Drama'}]",254962.0,tt1857889,The Blue Rose,2011-04-16,0.0,5.2,2.0
4871,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",253514.0,,Let Them Talk: A Celebration of New Orleans Blues,2011-09-07,0.0,5.2,2.0
4872,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",248646.0,tt1930497,Sugartown,2011-08-13,0.0,5.2,2.0
4873,0.0,"[{'id': 35, 'name': 'Comedy'}]",116859.0,tt2150313,Kathy Griffin: Tired Hooker,2011-12-20,0.0,6.1,5.0
4874,5.0,"[{'id': 35, 'name': 'Comedy'}]",104224.0,tt2155319,"Jesus, The Total Douchebag",2011-02-11,0.0,3.8,3.0
4875,0.0,"[{'id': 10402, 'name': 'Music'}]",99776.0,,Bright Eyes Austin Auditorium Shore,2011-04-14,0.0,5.2,2.0
4876,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",95264.0,,What !f,2011-08-09,0.0,5.2,2.0
4877,100.0,"[{'id': 99, 'name': 'Documentary'}]",87031.0,tt1748239,The Natural State of America,2011-01-01,0.0,5.2,2.0
4878,0.0,"[{'id': 99, 'name': 'Documentary'}]",84550.0,tt2117859,Deepest Dive: The Story of the Trieste,2011-11-25,0.0,5.2,2.0
4879,0.0,[],84402.0,,2011 NBA Slam Dunk Contest,2011-02-19,0.0,5.2,2.0
4880,0.0,"[{'id': 10751, 'name': 'Family'}]",81266.0,,The Wiggles: It's Always Christmas With You,2011-12-06,0.0,5.2,2.0
4881,0.0,"[{'id': 10402, 'name': 'Music'}]",80997.0,,JJ Grey and Mofro - Brighter Days,2011-09-13,0.0,5.7,5.0
4882,0.0,"[{'id': 10402, 'name': 'Music'}]",75918.0,,Playing for Change – Songs Around The World (Part 2),2011-05-31,0.0,5.2,2.0
4883,0.0,"[{'id': 35, 'name': 'Comedy'}]",71740.0,tt2016924,John Pinette: Still Hungry,2011-07-29,0.0,6.9,5.0
4884,0.0,"[{'id': 10402, 'name': 'Music'}]",71438.0,,Franco de Vita: En Primera Fila Concierto,2011-05-31,0.0,5.2,2.0
4885,0.0,"[{'id': 99, 'name': 'Documentary'}]",66611.0,,Lifting the Veil,2011-03-11,0.0,5.2,2.0
4886,0.0,"[{'id': 10751, 'name': 'Family'}]",65307.0,,The Wiggles: Ukulele Baby!,2011-08-08,0.0,5.2,2.0
4887,0.0,"[{'id': 99, 'name': 'Documentary'}]",64529.0,,The Real Video - Since Day One,2011-01-01,0.0,5.2,2.0
4888,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",62853.0,,Dream Theater: The Spirit Carries On,2011-04-28,0.0,5.5,3.0
4889,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",61719.0,tt1762308,Midway to Heaven,2011-02-04,0.0,6.1,7.0
4890,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]",61657.0,tt1811329,"Teta, Alf Marra",2011-12-09,0.0,5.2,3.0
4891,1200000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",56425.0,tt1490753,Nexus,2011-04-01,0.0,5.2,2.0
4892,0.0,"[{'id': 99, 'name': 'Documentary'}]",169237.0,tt1981604,Beyond Thought (Awareness Itself),2011-02-18,0.0,5.2,3.0
4893,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",61629.0,tt1290082,"Lebanon, Pa.",2011-04-29,0.0,5.8,6.0
4894,0.0,"[{'id': 99, 'name': 'Documentary'}]",586636.0,tt1326191,Apache 8,2011-11-04,0.0,5.5,2.0
4895,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",565661.0,tt2125367,"The Universe, UFO: The Real Deal",2011-12-03,0.0,6.3,3.0
4896,0.0,"[{'id': 18, 'name': 'Drama'}]",530142.0,tt2265153,Animal Lust,2011-11-22,0.0,5.0,1.0
4897,0.0,[],509095.0,tt1891848,Lesbian Angels,2011-03-03,0.0,5.2,7.0
4898,0.0,"[{'id': 35, 'name': 'Comedy'}]",508072.0,tt8050170,Dr. Humpinstein's Erotik Castle,2011-10-31,0.0,5.0,1.0
4899,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",496434.0,tt1922548,Apocrypha,2011-06-11,0.0,5.0,1.0
4900,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",468301.0,tt2000439,Untouchable,2011-06-01,0.0,5.0,1.0
4901,50000.0,[],467161.0,tt1663309,A Safe House,2011-03-05,0.0,5.0,1.0
4902,0.0,"[{'id': 99, 'name': 'Documentary'}]",450027.0,tt1817696,Devil's Gate,2011-04-01,0.0,5.0,3.0
4903,0.0,"[{'id': 18, 'name': 'Drama'}]",448051.0,tt1833678,Don't Look at Me,2011-01-01,0.0,5.0,3.0
